MODEL,SCENARIO,REGION,VARIABLE,UNIT,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,2105,2110,2115,2120,2125,2130,2135,2140,2145,2150
IIASA-WiC POP,SSP2_v9_130115,USA,Population|Male|Aged15-19|Primary Education,million,,,,,,,,,,,,,2.041077819,1.805411435,1.85470947,1.888396793,1.715596518,1.723073067,1.69965682,1.65265176,1.614821505,1.587530182,1.551647386,1.529029619,1.515814622,1.502841868,1.483473611,1.458491646,1.429219024,1.39817655,1.368189563,,,,,,,,,,
IIASA-WiC POP,SSP2_v9_130115,USA,Population|Male|Aged15-19|Secondary Education,million,,,,,,,,,,,,,9.047878785,8.352880468,8.966709836,9.54268846,9.056638677,9.490338981,9.749341338,9.851141592,9.969479346,10.12091048,10.18758984,10.2110173,10.27952745,10.33454298,10.33135085,10.27527281,10.17298723,10.04443107,9.913930639,,,,,,,,,,
IIASA-WiC POP,SSP2_v9_130115,USA,Population|Male|Aged15-19|Tertiary Education,million,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
IIASA-WiC POP,SSP2_v9_130115,USA,Population|Male|Aged20-24,million,,,,,,,,,,,,,11.151532,11.14716348,10.21771727,10.87678419,11.48767449,10.83601445,11.27745308,11.51254322,11.56833822,11.65083129,11.77691359,11.7983673,11.78977517,11.83623996,11.86955475,11.838023,11.74812455,11.60794286,11.43991255,,,,,,,,,,
IIASA-WiC POP,SSP2_v9_130115,USA,Population|Male|Aged20-24|No Education,million,,,,,,,,,,,,,0.018892498,0.016182011,0.011737126,0.00931741,0.007605283,0.006292654,0.006595754,0.006780974,0.006861793,0.006959021,0.00708315,0.007096053,0.007090886,0.007118832,0.007138869,0.007119904,0.007065835,0.006981524,0.006880463,,,,,,,,,,
IIASA-WiC POP,SSP2_v9_130115,USA,Population|Male|Aged20-24|Primary Education,million,,,,,,,,,,,,,1.235632519,1.167323125,1.004716269,0.998384626,0.97905555,0.853369894,0.817088378,0.764255188,0.700961353,0.643603685,0.592318802,0.55830191,0.526779013,0.500445191,0.475920476,0.451081055,0.426293357,0.402155308,0.379275121,,,,,,,,,,
IIASA-WiC POP,SSP2_v9_130115,USA,Population|Male|Aged20-24|Secondary Education,million,,,,,,,,,,,,,7.151497331,7.092329236,6.437282558,6.771174451,7.050935516,6.543177018,6.686073708,6.690664446,6.581514164,6.485428335,6.412953373,6.338690511,6.252722254,6.20106361,6.147264945,6.064919659,5.958102275,5.831120632,5.69553607,,,,,,,,,,
IIASA-WiC POP,SSP2_v9_130115,USA,Population|Male|Aged20-24|Tertiary Education,million,,,,,,,,,,,,,2.745509651,2.871329104,2.763981315,3.0979077,3.450078142,3.433174883,3.767695239,4.050842614,4.279000911,4.514840251,4.76455826,4.894278823,5.003183015,5.127612327,5.239230461,5.314902383,5.35666308,5.367685397,5.3582209,,,,,,,,,,
IIASA-WiC POP,SSP2_v9_130115,USA,Population|Male|Aged25-29,million,,,,,,,,,,,,,11.325247,11.75038385,11.73018537,10.80853071,11.46930395,12.10226074,11.46509647,11.90504033,12.13111576,12.17660117,12.2531562,12.2959112,12.23317989,12.14424307,12.11474964,12.0739373,11.9684905,11.80678204,11.59750085,,,,,,,,,,
IIASA-WiC POP,SSP2_v9_130115,USA,Population|Male|Aged25-29|No Education,million,,,,,,,,,,,,,0.054365965,0.019045649,0.016247086,0.011808386,0.009313294,0.007696021,0.006454995,0.006754637,0.006935842,0.007014982,0.007112553,0.007137371,0.007100957,0.007049333,0.007032213,0.007008522,0.006947314,0.006853448,0.006731967,,,,,,,,,,
IIASA-WiC POP,SSP2_v9_130115,USA,Population|Male|Aged25-29|Primary Education,million,,,,,,,,,,,,,0.382485833,0.338954552,0.288794849,0.221522424,0.190742058,0.159117637,0.116081388,0.090347611,0.066973101,0.047413534,0.033111747,0.024171056,0.017505283,0.0133638,0.010362785,0.008164387,0.006546077,0.005371695,0.004865534,,,,,,,,,,
IIASA-WiC POP,SSP2_v9_130115,USA,Population|Male|Aged25-29|Secondary Education,million,,,,,,,,,,,,,7.277555512,7.485212275,7.338532192,6.616462086,6.842949942,7.008307738,6.417468367,6.415532468,6.271565034,6.019903058,5.782943436,5.6318989,5.442372672,5.252353617,5.099666211,4.952837625,4.790359492,4.616678909,4.435427542,,,,,,,,,,
IIASA-WiC POP,SSP2_v9_130115,USA,Population|Male|Aged25-29|Tertiary Education,million,,,,,,,,,,,,,3.61083969,3.907171371,4.086611243,3.958737815,4.42629866,4.927139349,4.925091718,5.392405613,5.78564178,6.102269596,6.42998846,6.632703875,6.766200981,6.87147632,6.997688434,7.105926763,7.164637617,7.177877988,7.15047581,,,,,,,,,,
IIASA-WiC POP,SSP2_v9_130115,USA,Population|Male|Aged30-34,million,,,,,,,,,,,,,10.117037,11.80151437,12.26444732,12.24725834,11.35385637,11.9989449,12.6457409,12.04407084,12.47177487,12.67978146,12.70818774,12.71436623,12.6847907,12.54998105,12.39185251,12.29614194,12.19018095,12.02009684,11.79621361,,,,,,,,,,
IIASA-WiC POP,SSP2_v9_130115,USA,Population|Male|Aged30-34|No Education,million,,,,,,,,,,,,,0.063317782,0.05618537,0.019844465,0.016879257,0.012297924,0.009623923,0.008039333,0.00683352,0.007130611,0.007304866,0.007376684,0.00738027,0.007363103,0.00728485,0.007193062,0.007137505,0.007075998,0.00697727,0.006847313,,,,,,,,,,
IIASA-WiC POP,SSP2_v9_130115,USA,Population|Male|Aged30-34|Primary Education,million,,,,,,,,,,,,,0.304174305,0.312131072,0.269811629,0.229036651,0.175883721,0.14999721,0.124391275,0.090953709,0.070562013,0.052260685,0.037110595,0.027522434,0.020367381,0.015043084,0.011698293,0.009286981,0.007524344,0.006222542,0.00527088,,,,,,,,,,
IIASA-WiC POP,SSP2_v9_130115,USA,Population|Male|Aged30-34|Secondary Education,million,,,,,,,,,,,,,5.826262464,6.677967157,6.812045163,6.592290454,5.888363429,5.958438144,5.972098135,5.371647841,5.215822364,4.937847808,4.576383158,4.339446185,4.103966933,3.850872546,3.60848726,3.401637761,3.207655427,3.012483949,2.819779215,,,,,,,,,,
IIASA-WiC POP,SSP2_v9_130115,USA,Population|Male|Aged30-34|Tertiary Education,million,,,,,,,,,,,,,3.923282449,4.755230776,5.16274606,5.409051979,5.277311291,5.880885626,6.541212156,6.574635769,7.178259878,7.682368105,8.087317303,8.340017343,8.553093288,8.676780572,8.764473894,8.878079694,8.967925181,8.994413076,8.964316199,,,,,,,,,,
IIASA-WiC POP,SSP2_v9_130115,USA,Population|Male|Aged35-39,million,,,,,,,,,,,,,10.304357,10.37931164,12.06866641,12.56415168,12.55303046,11.68947506,12.32364274,12.97945691,12.41054278,12.83021736,13.0267173,13.01402549,12.97572931,12.89982233,12.71783129,12.51352958,12.3728342,12.22230563,12.00840995,,,,,,,,,,
IIASA-WiC POP,SSP2_v9_130115,USA,Population|Male|Aged35-39|No Education,million,,,,,,,,,,,,,0.070261471,0.06457579,0.057131938,0.020219529,0.017212032,0.01259996,0.009839204,0.00821595,0.007013241,0.007308578,0.007479598,0.007531356,0.007511439,0.007469666,0.007366268,0.00724974,0.007169909,0.007084251,0.006961639,,,,,,,,,,
IIASA-WiC POP,SSP2_v9_130115,USA,Population|Male|Aged35-39|Primary Education,million,,,,,,,,,,,,,0.488522776,0.310956894,0.318120829,0.275539736,0.234055972,0.180570681,0.153645873,0.127352504,0.093500855,0.072432143,0.05358318,0.037934085,0.028041085,0.020680951,0.015222967,0.011798135,0.009334137,0.007536361,0.006210719,,,,,,,,,,
IIASA-WiC POP,SSP2_v9_130115,USA,Population|Male|Aged35-39|Secondary Education,million,,,,,,,,,,,,,5.89659993,5.975726854,6.827215185,6.976346084,6.754761025,6.060506259,6.117746081,6.127775331,5.533400697,5.364156712,5.07155076,4.685309565,4.427602876,4.172643391,3.901624771,3.643292639,3.422333691,3.215681926,3.00920803,,,,,,,,,,
IIASA-WiC POP,SSP2_v9_130115,USA,Population|Male|Aged35-39|Tertiary Education,million,,,,,,,,,,,,,3.848972823,4.028052105,4.866198455,5.292046329,5.547001432,5.43579816,6.04241158,6.71611312,6.776627988,7.386319925,7.89410376,8.283250481,8.512573911,8.699028317,8.793617286,8.851189062,8.933996462,8.992003093,8.986029564,,,,,,,,,,
IIASA-WiC POP,SSP2_v9_130115,USA,Population|Male|Aged40-44,million,,,,,,,,,,,,,10.31981,10.40592937,10.51241491,12.20210386,12.7226429,12.72245121,11.88509061,12.51661898,13.18310701,12.6402182,13.05920278,13.23338674,13.19205352,13.12322118,13.01507766,12.79982114,12.56258262,12.38956782,12.20717863,,,,,,,,,,
IIASA-WiC POP,SSP2_v9_130115,USA,Population|Male|Aged40-44|No Education,million,,,,,,,,,,,,,0.071484684,0.070388754,0.064904205,0.057347132,0.020334783,0.017332416,0.0127337,0.009936868,0.008301351,0.007109018,0.007406892,0.007568812,0.007607635,0.007573,0.007515357,0.007395406,0.007262326,0.007166028,0.007063884,,,,,,,,,,
IIASA-WiC POP,SSP2_v9_130115,USA,Population|Male|Aged40-44|Primary Education,million,,,,,,,,,,,,,0.449003301,0.491019185,0.313500263,0.320254341,0.277909867,0.236329091,0.182948142,0.15553773,0.128956511,0.09496525,0.073536815,0.054307509,0.038371576,0.028305248,0.020829235,0.015296727,0.011827365,0.009334716,0.007518334,,,,,,,,,,
IIASA-WiC POP,SSP2_v9_130115,USA,Population|Male|Aged40-44|Secondary Education,million,,,,,,,,,,,,,5.912512357,5.953188941,6.050270467,6.900206067,7.061565715,6.843229412,6.159504136,6.211117894,6.22155873,5.633760703,5.458024934,5.150372619,4.747991231,4.476721124,4.208899448,3.925922141,3.656868136,3.426383759,3.211230011,,,,,,,,,,
IIASA-WiC POP,SSP2_v9_130115,USA,Population|Male|Aged40-44|Tertiary Education,million,,,,,,,,,,,,,3.886809658,3.89133249,4.083739978,4.924296318,5.362832534,5.625560289,5.529904636,6.14002649,6.824290421,6.904383225,7.520234141,8.021137802,8.398083078,8.610621804,8.777833621,8.851206865,8.886624794,8.946683312,8.981366402,,,,,,,,,,
IIASA-WiC POP,SSP2_v9_130115,USA,Population|Male|Aged45-49,million,,,,,,,,,,,,,11.353267,10.28697418,10.39861626,10.52812451,12.21577639,12.75914377,12.77466565,11.96482134,12.60165148,13.28062549,12.76158249,13.17106957,13.33092823,13.2722832,13.18432681,13.05572681,12.81945359,12.56141291,12.36780453,,,,,,,,,,
IIASA-WiC POP,SSP2_v9_130115,USA,Population|Male|Aged45-49|No Education,million,,,,,,,,,,,,,0.080021106,0.070410946,0.069550453,0.064313348,0.05683867,0.020202458,0.017251136,0.012714239,0.009929076,0.008305459,0.007132776,0.007429149,0.007586539,0.007619607,0.007577857,0.007512095,0.007383639,0.007241934,0.007136589,,,,,,,,,,
IIASA-WiC POP,SSP2_v9_130115,USA,Population|Male|Aged45-49|Primary Education,million,,,,,,,,,,,,,0.478207587,0.44439017,0.487414066,0.311967669,0.318698865,0.277190702,0.236086817,0.183295347,0.155905964,0.129390181,0.095528624,0.073925528,0.054545195,0.038500558,0.028367439,0.020847991,0.015289533,0.011805111,0.0093034,,,,,,,,,,
IIASA-WiC POP,SSP2_v9_130115,USA,Population|Male|Aged45-49|Secondary Education,million,,,,,,,,,,,,,6.71229943,5.891228885,5.946794445,6.056372778,6.904443445,7.077972565,6.867598165,6.197499008,6.250053419,6.264457314,5.685175007,5.502386241,5.186218813,4.775060714,4.496028045,4.220749013,3.93087241,3.65565464,3.419652575,,,,,,,,,,
IIASA-WiC POP,SSP2_v9_130115,USA,Population|Male|Aged45-49|Tertiary Education,million,,,,,,,,,,,,,4.082738877,3.880944176,3.894857295,4.095470719,4.93579541,5.38377804,5.653729532,5.571312748,6.185763018,6.878472536,6.973746088,7.58732865,8.082577681,8.45110232,8.652353474,8.806617706,8.865908004,8.886711223,8.931711967,,,,,,,,,,
IIASA-WiC POP,SSP2_v9_130115,USA,Population|Male|Aged5-9,million,,,,,,,,,,,,,10.672778,11.2717886,10.59620393,11.04432458,11.28864669,11.3502027,11.43454216,11.56116025,11.59480519,11.60788954,11.68421821,11.74615013,11.7435969,11.68192847,11.56927541,11.42777705,11.28457857,11.13601833,10.95810974,,,,,,,,,,
IIASA-WiC POP,SSP2_v9_130115,USA,Population|Male|Aged5-9|No Education,million,,,,,,,,,,,,,10.672778,11.2717886,10.59620393,11.04432458,11.28864669,11.3502027,11.43454216,11.56116025,11.59480519,11.60788954,11.68421821,11.74615013,11.7435969,11.68192847,11.56927541,11.42777705,11.28457857,11.13601833,10.95810974,,,,,,,,,,
IIASA-WiC POP,SSP2_v9_130115,USA,Population|Male|Aged50-54,million,,,,,,,,,,,,,10.922031,11.15114893,10.14633095,10.28475681,10.43771278,12.12149357,12.686061,12.72275215,11.9482926,12.59597117,13.2898889,12.77404018,13.18059085,13.3367472,13.27251073,13.17719769,13.0402257,12.79528981,12.52827463,,,,,,,,,,
IIASA-WiC POP,SSP2_v9_130115,USA,Population|Male|Aged50-54|No Education,million,,,,,,,,,,,,,0.081739773,0.07723702,0.068304672,0.067731957,0.062831826,0.055630792,0.019828994,0.016974806,0.012556162,0.00982436,0.008235067,0.007081294,0.00737931,0.007539158,0.007574191,0.007533518,0.007468043,0.007339649,0.007197226,,,,,,,,,,
IIASA-WiC POP,SSP2_v9_130115,USA,Population|Male|Aged50-54|Primary Education,million,,,,,,,,,,,,,0.415094023,0.464801207,0.433965207,0.477665679,0.306561344,0.313647149,0.27353744,0.233476033,0.181856642,0.154915324,0.128786494,0.095163359,0.073655079,0.054352222,0.03836255,0.028260003,0.020762448,0.015220878,0.011746543,,,,,,,,,,
IIASA-WiC POP,SSP2_v9_130115,USA,Population|Male|Aged50-54|Secondary Education,million,,,,,,,,,,,,,6.564550615,6.588900503,5.807192999,5.878591135,6.000269665,6.846341095,7.032118487,6.834573788,6.18442464,6.242855804,6.264647899,5.687197012,5.503147139,5.185661403,4.772745775,4.491566091,4.214041437,3.922076635,3.644883914,,,,,,,,,,
IIASA-WiC POP,SSP2_v9_130115,USA,Population|Male|Aged50-54|Tertiary Education,million,,,,,,,,,,,,,3.860646588,4.020210195,3.836868076,3.86076804,4.068049944,4.905874535,5.36057608,5.637727527,5.569455158,6.188375686,6.888219441,6.984598519,7.596409326,8.089194417,8.453828219,8.649838077,8.797953768,8.850652651,8.864446948,,,,,,,,,,
IIASA-WiC POP,SSP2_v9_130115,USA,Population|Male|Aged55-59,million,,,,,,,,,,,,,9.421989,10.57711171,10.83306369,9.903995844,10.06946677,10.25200031,11.92619536,12.51303293,12.5803848,11.84990725,12.5130678,13.21268994,12.70893296,13.12038645,13.2810938,13.22030793,13.12682756,12.990765,12.74599945,,,,,,,,,,
IIASA-WiC POP,SSP2_v9_130115,USA,Population|Male|Aged55-59|No Education,million,,,,,,,,,,,,,0.070179506,0.077277509,0.073335377,0.065250922,0.064986151,0.060548529,0.053761171,0.019231333,0.016525054,0.012276147,0.009633564,0.008091739,0.006970452,0.007275325,0.007443257,0.007486623,0.007453964,0.007395783,0.007273803,,,,,,,,,,
IIASA-WiC POP,SSP2_v9_130115,USA,Population|Male|Aged55-59|Primary Education,million,,,,,,,,,,,,,0.351020778,0.396146443,0.445337926,0.418116295,0.46205166,0.297646883,0.305279195,0.2671576,0.228765306,0.178858526,0.152730985,0.12716493,0.094089583,0.072905184,0.053849309,0.038035562,0.028035781,0.020607715,0.015112516,,,,,,,,,,
IIASA-WiC POP,SSP2_v9_130115,USA,Population|Male|Aged55-59|Secondary Education,million,,,,,,,,,,,,,5.355037404,6.351809123,6.395754382,5.663896733,5.751433746,5.888168726,6.729739059,6.929277044,6.751510891,6.127731986,6.19618479,6.222973971,5.653661439,5.473893981,5.160424348,4.750929791,4.47183767,4.195942829,3.905242485,,,,,,,,,,
IIASA-WiC POP,SSP2_v9_130115,USA,Population|Male|Aged55-59|Tertiary Education,million,,,,,,,,,,,,,3.645751313,3.75187863,3.918636004,3.756731895,3.79099521,4.00563617,4.837415939,5.297366949,5.583583548,5.531040589,6.154518461,6.854459297,6.954211485,7.566311961,8.059376888,8.423855952,8.619500148,8.766818672,8.818370642,,,,,,,,,,
IIASA-WiC POP,SSP2_v9_130115,USA,Population|Male|Aged60-64,million,,,,,,,,,,,,,7.979282,8.97025947,10.10166035,10.39273184,9.549698487,9.749288911,9.964227607,11.62365843,12.24068405,12.34794143,11.67227124,12.35016311,13.05928098,12.58005484,13.00324407,13.17602661,13.12708666,13.04370601,12.91584036,,,,,,,,,,
IIASA-WiC POP,SSP2_v9_130115,USA,Population|Male|Aged60-64|No Education,million,,,,,,,,,,,,,0.060958108,0.064670646,0.071546015,0.068314515,0.061184749,0.061295866,0.057403935,0.051181265,0.018404703,0.015894871,0.01186981,0.009348468,0.007875119,0.006803966,0.007120235,0.00730174,0.00736003,0.007342373,0.00729736,,,,,,,,,,
IIASA-WiC POP,SSP2_v9_130115,USA,Population|Male|Aged60-64|Primary Education,million,,,,,,,,,,,,,0.35248371,0.327499399,0.371186454,0.419639716,0.396359839,0.440375794,0.284936042,0.293333981,0.257995838,0.221885195,0.17427017,0.149256425,0.124558033,0.092376365,0.071721472,0.053067983,0.037541873,0.027710655,0.020392353,,,,,,,,,,
IIASA-WiC POP,SSP2_v9_130115,USA,Population|Male|Aged60-64|Secondary Education,million,,,,,,,,,,,,,4.222740559,5.091150887,6.05917471,6.129012262,5.455248796,5.563168858,5.715906614,6.550791834,6.7695121,6.618291487,6.028441038,6.108321071,6.143817788,5.590422677,5.419689092,5.114953626,4.713523972,4.440269211,4.169057805,,,,,,,,,,
IIASA-WiC POP,SSP2_v9_130115,USA,Population|Male|Aged60-64|Tertiary Education,million,,,,,,,,,,,,,3.343099623,3.486938537,3.599753173,3.775765347,3.636905104,3.684448393,3.905981016,4.728351346,5.194771411,5.491869872,5.457690218,6.083237141,6.783030044,6.890451837,7.504713269,8.000703259,8.368660789,8.568383767,8.719092841,,,,,,,,,,
IIASA-WiC POP,SSP2_v9_130115,USA,Population|Male|Aged65-69,million,,,,,,,,,,,,,5.735088,7.395539178,8.355189897,9.457685628,9.784256275,9.048258528,9.284165245,9.536865243,11.17845261,11.83106965,11.98841195,11.3787985,12.07644143,12.80576024,12.36723782,12.8115694,13.00743124,12.98208912,12.91864352,,,,,,,,,,
IIASA-WiC POP,SSP2_v9_130115,USA,Population|Male|Aged65-69|No Education,million,,,,,,,,,,,,,0.051276439,0.054087593,0.057744815,0.064340461,0.061886398,0.055880826,0.056372425,0.053132858,0.047686977,0.017267642,0.015010378,0.011280186,0.008928866,0.007557954,0.0065593,0.006892283,0.00709492,0.00717716,0.007182456,,,,,,,,,,
IIASA-WiC POP,SSP2_v9_130115,USA,Population|Male|Aged65-69|Primary Education,million,,,,,,,,,,,,,0.347611162,0.317841556,0.297058073,0.338931576,0.385805147,0.367148247,0.410578445,0.26715142,0.276702244,0.245013248,0.21192718,0.16735711,0.143946434,0.120609607,0.089777489,0.06993157,0.051898362,0.036815449,0.027239063,,,,,,,,,,
IIASA-WiC POP,SSP2_v9_130115,USA,Population|Male|Aged65-69|Secondary Education,million,,,,,,,,,,,,,3.262088799,3.905574317,4.732805979,5.663633798,5.761234429,5.160800377,5.290491398,5.461379678,6.288883404,6.531008034,6.414142412,5.866806372,5.963069803,6.015065796,5.487691299,5.332396713,5.043042722,4.656033165,4.393142453,,,,,,,,,,
IIASA-WiC POP,SSP2_v9_130115,USA,Population|Male|Aged65-69|Tertiary Education,million,,,,,,,,,,,,,2.0741116,3.118035712,3.267581031,3.390779793,3.5753303,3.464429077,3.526722977,3.755201287,4.565179983,5.037780728,5.34733198,5.333354828,5.960496328,6.66252688,6.78320973,7.40234883,7.905395234,8.282063345,8.491079544,,,,,,,,,,
IIASA-WiC POP,SSP2_v9_130115,USA,Population|Male|Aged70-74,million,,,,,,,,,,,,,4.159609,5.097382524,6.624706156,7.543803545,8.598805215,8.965147964,8.354116507,8.627730933,8.930604128,10.54145497,11.23345986,11.44824462,10.92432572,11.65188708,12.41074029,12.0337735,12.511425,12.74484895,12.75622287,,,,,,,,,,
IIASA-WiC POP,SSP2_v9_130115,USA,Population|Male|Aged70-74|No Education,million,,,,,,,,,,,,,0.04758949,0.043139027,0.045845609,0.04940859,0.055547802,0.053940741,0.049155634,0.050000292,0.047559505,0.043069237,0.015733494,0.013782131,0.010437845,0.008324363,0.007095727,0.006198466,0.006553523,0.006786162,0.006901199,,,,,,,,,,
IIASA-WiC POP,SSP2_v9_130115,USA,Population|Male|Aged70-74|Primary Education,million,,,,,,,,,,,,,0.330084323,0.298525194,0.274807399,0.259168977,0.298252315,0.34262102,0.32888853,0.370743452,0.243232995,0.254079284,0.226976384,0.197697311,0.157193326,0.13609397,0.114718069,0.085862902,0.067223211,0.050126695,0.035706956,,,,,,,,,,
IIASA-WiC POP,SSP2_v9_130115,USA,Population|Male|Aged70-74|Secondary Education,million,,,,,,,,,,,,,2.479501856,2.894013856,3.488189587,4.261586017,5.137447784,5.267318931,4.754329903,4.906619585,5.101709418,5.91574019,6.184846661,6.109240085,5.618180041,5.739272735,5.81573663,5.327715438,5.196470146,4.931566087,4.566781691,,,,,,,,,,
IIASA-WiC POP,SSP2_v9_130115,USA,Population|Male|Aged70-74|Tertiary Education,million,,,,,,,,,,,,,1.302433331,1.861704446,2.81586356,2.973639961,3.107557314,3.301267272,3.22174244,3.300367604,3.53810221,4.328566254,4.805903325,5.127525091,5.138514508,5.768196008,6.473189867,6.613996689,7.241178118,7.756370007,8.146833026,,,,,,,,,,
IIASA-WiC POP,SSP2_v9_130115,USA,Population|Male|Aged75-79,million,,,,,,,,,,,,,3.161334,3.425414064,4.248380648,5.596280839,6.443030998,7.423188063,7.820618469,7.360509707,7.682499479,8.044637287,9.597837868,10.33417015,10.62718046,10.22800347,10.99432691,11.79287373,11.50862736,12.03682381,12.32467025,,,,,,,,,,
IIASA-WiC POP,SSP2_v9_130115,USA,Population|Male|Aged75-79|No Education,million,,,,,,,,,,,,,0.042966868,0.036586386,0.03350992,0.036051823,0.039325295,0.044759665,0.043975751,0.040514562,0.041717738,0.040192144,0.036850122,0.013627854,0.01207686,0.009251327,0.007458026,0.006422146,0.005665119,0.006046644,0.006315411,,,,,,,,,,
IIASA-WiC POP,SSP2_v9_130115,USA,Population|Male|Aged75-79|Primary Education,million,,,,,,,,,,,,,0.318855069,0.260254045,0.237851297,0.221524708,0.211424495,0.24630776,0.286255417,0.277730025,0.316921686,0.210425918,0.222502389,0.201310498,0.177227509,0.142395077,0.124488491,0.105886213,0.079927472,0.063079483,0.047372222,,,,,,,,,,
IIASA-WiC POP,SSP2_v9_130115,USA,Population|Male|Aged75-79|Secondary Education,million,,,,,,,,,,,,,1.865102949,2.039529795,2.405140058,2.9340401,3.625267723,4.41983406,4.579574435,4.174628216,4.355533732,4.578466364,5.365575303,5.666757933,5.648416797,5.239374446,5.394531698,5.505565619,5.076985468,4.982448459,4.753848024,,,,,,,,,,
IIASA-WiC POP,SSP2_v9_130115,USA,Population|Male|Aged75-79|Tertiary Education,million,,,,,,,,,,,,,0.934409114,1.089043837,1.571879372,2.404664208,2.567013485,2.712286578,2.910812866,2.867636904,2.968326322,3.215552862,3.972910054,4.452473869,4.789459296,4.836982619,5.467848689,6.17499975,6.346049304,6.985249223,7.517134589,,,,,,,,,,
IIASA-WiC POP,SSP2_v9_130115,USA,Population|Male|Aged80-84,million,,,,,,,,,,,,,2.329546,2.307734176,2.542094881,3.214265595,4.314684806,5.049208694,5.90544316,6.312709149,6.039953605,6.409813416,6.825848506,8.277055487,9.044597685,9.431995557,9.195200012,10.00117315,10.84567752,10.69317826,11.28478617,,,,,,,,,,
IIASA-WiC POP,SSP2_v9_130115,USA,Population|Male|Aged80-84|No Education,million,,,,,,,,,,,,,0.035696384,0.029006712,0.025036595,0.023298504,0.025471854,0.028230642,0.032637102,0.032530408,0.030455489,0.031909526,0.031258196,0.029152637,0.010958903,0.009870691,0.007679499,0.006283196,0.005489171,0.004911537,0.005311768,,,,,,,,,,
IIASA-WiC POP,SSP2_v9_130115,USA,Population|Male|Aged80-84|Primary Education,million,,,,,,,,,,,,,0.296091066,0.221357168,0.183235698,0.170258649,0.161100796,0.15629273,0.18502433,0.218262347,0.215260703,0.25007665,0.168766468,0.181585804,0.167171019,0.149487067,0.121892779,0.108057756,0.093143384,0.07121555,0.05685391,,,,,,,,,,
IIASA-WiC POP,SSP2_v9_130115,USA,Population|Male|Aged80-84|Secondary Education,million,,,,,,,,,,,,,1.379645164,1.361049688,1.510478028,1.81218804,2.248633727,2.825069335,3.498720679,3.678402699,3.408243523,3.616844402,3.862963885,4.600332737,4.929233411,4.982469572,4.681591555,4.877614519,5.033447606,4.690324065,4.645596591,,,,,,,,,,
IIASA-WiC POP,SSP2_v9_130115,USA,Population|Male|Aged80-84|Tertiary Education,million,,,,,,,,,,,,,0.618113386,0.696320607,0.82334456,1.208520402,1.879478429,2.039615987,2.189061048,2.383513696,2.38599389,2.510982837,2.762859956,3.465984309,3.937234351,4.290168229,4.384036179,5.009217678,5.713597359,5.926727109,6.577023901,,,,,,,,,,
IIASA-WiC POP,SSP2_v9_130115,USA,Population|Male|Aged85-89,million,,,,,,,,,,,,,1.329068,1.413126824,1.432360984,1.618153945,2.101060123,2.89363673,3.464415264,4.134089431,4.52355143,4.440805612,4.825127121,5.27154021,6.541410281,7.310695647,7.783534681,7.735317082,8.567078765,9.451344695,9.461722691,,,,,,,,,,
IIASA-WiC POP,SSP2_v9_130115,USA,Population|Male|Aged85-89|No Education,million,,,,,,,,,,,,,0.020675455,0.020079636,0.016609124,0.014628445,0.013906789,0.01551326,0.017552088,0.020670967,0.021031827,0.020149173,0.021574078,0.021631363,0.02063043,0.007929773,0.007296294,0.00579396,0.004836808,0.004311078,0.003930476,,,,,,,,,,
IIASA-WiC POP,SSP2_v9_130115,USA,Population|Male|Aged85-89|Primary Education,million,,,,,,,,,,,,,0.182843255,0.171058202,0.130268151,0.110165027,0.104695699,0.101129812,0.10026162,0.121053204,0.145978632,0.147488896,0.175375249,0.121179483,0.13346683,0.125906659,0.115027968,0.095728612,0.086563218,0.076076834,0.059206614,,,,,,,,,,
IIASA-WiC POP,SSP2_v9_130115,USA,Population|Male|Aged85-89|Secondary Education,million,,,,,,,,,,,,,0.794251118,0.837847197,0.843747915,0.958567298,1.178246814,1.496658472,1.92436198,2.433118814,2.618149733,2.488136379,2.704137327,2.95941424,3.605332574,3.948999028,4.074707905,3.902531687,4.140128023,4.346721391,4.113332939,,,,,,,,,,
IIASA-WiC POP,SSP2_v9_130115,USA,Population|Male|Aged85-89|Tertiary Education,million,,,,,,,,,,,,,0.331298171,0.384141788,0.441735794,0.534793175,0.804210822,1.280335186,1.422239576,1.559246447,1.738391238,1.785031163,1.924040467,2.169315124,2.781980447,3.227860187,3.586502514,3.731262824,4.335550717,5.024235391,5.285252662,,,,,,,,,,
IIASA-WiC POP,SSP2_v9_130115,USA,Population|Male|Aged90-94,million,,,,,,,,,,,,,0.453952,0.615533711,0.672849603,0.704037172,0.823508543,1.104532115,1.575154173,1.939560796,2.387371267,2.708722922,2.752609455,3.103130584,3.513543559,4.513087161,5.210809653,5.718576498,5.849864099,6.661304666,7.534981973,,,,,,,,,,
IIASA-WiC POP,SSP2_v9_130115,USA,Population|Male|Aged90-94|No Education,million,,,,,,,,,,,,,0.007597104,0.009011802,0.008958157,0.007597993,0.006887073,0.006713701,0.007699721,0.008919646,0.010784536,0.011314064,0.011150085,0.012328324,0.012747836,0.012533844,0.004959474,0.004691499,0.003828014,0.003283081,0.003001277,,,,,,,,,,
